ANTI_EMIS_MESES|IM_VENTA_SOL|MARCA|NOMBRE_CORTO|Nombre_territorio|FLAG_LIMA_PROVINCIA|REGION|SUELDO_ESTIMADO|EDAD|SEXO|STATUS_BBVA|ANTIGUEDAD_MES|FLAG_CLIENTE_CORPORATIVO_BBVA|SEGMENTO_LOCAL|FLAG_SS
2|2700|Visa|ORO|T.CENTROS MASIVOS|0|SUR|525|45|M|A|135|1|CLASICO|
2|6300|Visa|PLATINUM|T.CENTROS MASIVOS|0|SUR|1955.625|34|F|||0||
2|6100|Visa|PLATINUM|T.CENTROS MASIVOS|1|LIMA SUR|753|37|F|||0||
2|5000|Visa|PLATINUM|T.CENTROS MASIVOS|1|LIMA ESTE|720.85000000000002|29|F|A|88|1|PNN 3   |
2|10100|Visa|PLATINUM|T.CENTROS MASIVOS|1|LIMA MODERNA|2197.5|39|F|A|94|1|CLASICO|
2|14000|Visa|CLASICA|T.CENTROS MASIVOS|1|LIMA SUR|4058.1100000000001|37|M|A|24|1|CLASICO|
2|6700|Visa|PLATINUM|T.CENTROS MASIVOS|1|CALLAO|2070.75|46|F|A|2|1|CLASICO|
2|700|Visa|CLASICA|T.CENTROS MASIVOS|1|LIMA NORTE|130|27|M|A|60|1|CLASICO|
2|3400|Visa|ORO|T.CENTROS MASIVOS|0|NORTE|2835.75|38|F|A|49|1|CLASICO|
2|10300|Visa|ORO|T.CENTROS MASIVOS|1|LIMA NORTE|2134|35|M|A|130|1|CLASICO|
2|7100|Visa|PLATINUM|T.CENTROS MASIVOS|1|LIMA MODERNA|1840.5|33|M|A|54|1|CLASICO|
2|6300|Visa|PLATINUM LIFEMILES|T.LIMA SUR|1|LIMA MODERNA|1953.875|26|F|A|60|1|CLASICO|
2|7800|Visa|PLATINUM|T.LIMA SUR|1|LIMA MODERNA|1938.5|28|F|A|30|1|CLASICO|
2|8700|Visa|PLATINUM|T.LIMA SUR|0|SUR|3313.5|28|M|A|60|1|CLASICO|
2|4300|Visa|ORO LIFEMILES|T.NOR ORIENTE|0|ORIENTE|700|64|M|A|279|1|PNN 3   |
2|10100|Visa|PLATINUM LIFEMILES|T.SURCO LA MOLINA|1|LIMA ESTE|3180.625|31|M|||0||
2|700|Visa|CLASICA|T.SURCO LA MOLINA|1|LIMA ESTE|1610|54|M|A|246|1|VIP|
2|5600|Visa|PLATINUM LIFEMILES|T.CALLAO SAN MIGUEL|1|LIMA NORTE|1054|37|F|A|73|1|CLASICO|
2|800|Visa|CLASICA|T.NORTE SUR CHICO|1|LIMA CENTRO|1138.375|38|M|A|14|1|INCLUSION FINANCIERA  |
2|2|Visa|ORO LIFEMILES|T.LIMA SUR|1|LIMA MODERNA|1193.22|30|F|A|17|1|CLASICO|
2|12000|Visa|SIGNATURE LIFEMILES|T.BANCA PREMIUM|1|LIMA MODERNA|6105.375|73|F|A|44|1|PREMIUM  |
2|4100|Visa|CLASICA|T.NORTE SUR CHICO|1|LIMA PROVINCIA|1185.625|61|M|A|2|1|INCLUSION FINANCIERA  |
2|6200|Visa|PLATINUM|T.NORTE SUR CHICO|1|LIMA PROVINCIA|1930|63|M|||0||
2|10000|Visa|PLATINUM|T.LIMA SUR|1|LIMA MODERNA|36814|53|F|A|246|1|INCLUSION FINANCIERA  |
2|2000|Visa|ORO|T.CENTRO|0|CENTRO|1652|43|M|A|248|1|CLASICO|
2|11000|Visa|PLATINUM|T.MIRAFLORES S.BORJA|1|LIMA NORTE|2101.5|29|F|A|86|1|CLASICO|
2|25000|Visa|SIGNATURE LIFEMILES|T.NORTE|0|NORTE||39|F|A|2|1|INCLUSION FINANCIERA  |
2|5800|Visa|PLATINUM LIFEMILES|T.SUR|1|LIMA CENTRO|751|25|F|A|32|1|CLASICO|
2|700|Visa|CLASICA|T.LIMA RESIDENCIAL|1|LIMA ESTE|2150.625|59|M|A|75|1|CLASICO|
2|1000|Visa|CLASICA|T.LIMA RESIDENCIAL|1|LIMA ESTE|1120|25|F|A|46|1|CLASICO|
2|6300|Visa|ARCANGEL|T.CENTROS MASIVOS|1|LIMA ESTE|1300|36|F|A|27|1|CLASICO|
2|5200|Visa|PLATINUM LIFEMILES|T.CENTROS MASIVOS|0|NORTE|1610.25|28|M|A|2|1|INCLUSION FINANCIERA  |
2|6700|Visa|PLATINUM LIFEMILES|T.CENTROS MASIVOS|0|SUR|1173.375|31|F|A|19|1|CLASICO|
2|2200|Visa|ORO|T.CENTROS MASIVOS|0|SUR|1840.5|30|M|A|50|1|CLASICO|
2|5700|Visa|PLATINUM|T.CENTROS MASIVOS|1|LIMA CENTRO|716|33|M|A|89|1|CLASICO|
2|4100|Visa|ORO|T.CENTROS MASIVOS|1|LIMA NORTE|679|30|M|A|111|1|INCLUSION FINANCIERA  |
2|4800|Visa|ARCANGEL|T.CENTROS MASIVOS|1|LIMA CENTRO|4725.75|31|F|A|16|1|CLASICO|
2|7700|Visa|PLATINUM|T.CENTROS MASIVOS|0|NORTE|1607.78|35|M|A|66|1|INCLUSION FINANCIERA  |
2|10800|Visa|PLATINUM|T.CENTROS MASIVOS|0|ORIENTE|2303.75|27|F|A|23|1|CLASICO|
2|7600|Visa|PLATINUM|T.CENTROS MASIVOS|1|LIMA ESTE|1483.1099999999999|26|M|A|78|1|CLASICO|
2|5800|Visa|PLATINUM|T.CENTROS MASIVOS|1|LIMA MODERNA|1774.875|28|F|A|2|1|CLASICO|
2|6700|Visa|PLATINUM LIFEMILES|T.CENTROS MASIVOS|0|NORTE|2070.75|54|F|||0||
2|15500|Visa|SIGNATURE|T.CENTROS MASIVOS|1|LIMA MODERNA|525|39|M|||0||
2|8900|Visa|PLATINUM|T.CENTROS MASIVOS|0|CENTRO|1600|35|M|A|53|1|INCLUSION FINANCIERA  |
2|5400|Visa|PLATINUM LIFEMILES|T.CENTROS MASIVOS|1|LIMA CENTRO|1492.4400000000001|33|F|A|111|1|CLASICO|
2|6200|Visa|PLATINUM|T.CENTROS MASIVOS|0|CENTRO|613|43|F|||0||
2|5000|Visa|PLATINUM|T.CENTROS MASIVOS|1|LIMA SUR|1009.67|30|M|A|18|1|CLASICO|
2|2400|Visa|ORO LIFEMILES|T.CENTROS MASIVOS|0|SUR|1321|43|M|||0||
2|3000|Visa|ORO|T.NOR ORIENTE|0|NORTE|1188.78|45|M|A|109|1|INCLUSION FINANCIERA  |
2|8000|Visa|PLATINUM LIFEMILES|T.SURCO LA MOLINA|1|LIMA ESTE|2468.875|31|F|A|108|1|CLASICO|
2|2000|Visa|CLASICA|T.LINCE|1|LIMA ESTE|1679.5599999999999|24|F|A|51|1|CLASICO|
2|8100|Visa|PLATINUM LIFEMILES|T.LINCE|1|LIMA MODERNA|3335.375|57|F|||0||
2|11500|Visa|PLATINUM LIFEMILES|T.CALLAO SAN MIGUEL|1|CALLAO|2197.5|25|M|A|58|1|CLASICO|
2|5000|Visa|PLATINUM LIFEMILES|T.SURCO LA MOLINA|1|LIMA MODERNA|3133|40|M|A|78|1|CLASICO|
2|5000|Visa|PLATINUM LIFEMILES|T.SURCO LA MOLINA|1|LIMA MODERNA|4106|31|F|A|45|1|CLASICO|
2|8300|Visa|PLATINUM LIFEMILES|T.CALLAO SAN MIGUEL|1|CALLAO|1573.5|33|F|||0||
2|2000|Visa|ORO LIFEMILES|T.LIMA CENTRO|1|LIMA CENTRO|525|63||A|246|1|INCLUSION FINANCIERA  |
2|7800|Visa|PLATINUM LIFEMILES|T.LIMA CENTRO|1|LIMA ESTE|1050|30|M|A|72|1|CLASICO|
2|20000|Visa|SIGNATURE LIFEMILES|T.SURCO LA MOLINA|1|LIMA ESTE|7753|36|M|A|108|1|VIP|
2|15000|Visa|SIGNATURE|T.SURCO LA MOLINA|1|LIMA CENTRO|2276.25|71|M|A|299|1|PNN2 BAJO VALOR|
2|20500|Visa|SIGNATURE LIFEMILES|T.LINCE|0|NORTE|1260|41|F|A|110|1|PNN 0  |
2|1000|Visa|CLASICA|T.LINCE|1|LIMA NORTE|1156.78|64|M|A|186|1|CLASICO|
2|5400|Visa|PLATINUM LIFEMILES|T.LIMA RESIDENCIAL|1|LIMA NORTE|1115.5599999999999|37|F|A|88|1|CLASICO|
2|8800|Visa|PLATINUM LIFEMILES|T.LIMA CENTRO|0|NORTE|1927|42|F|A|158|1|PNN 0  |
2|2|Visa|CLASICA|T.LINCE|1|LIMA NORTE|1586.125|58|F|A|188|1|PNN 0  |
2|2000|Visa|CLASICA|T.LIMA SUR|1|LIMA MODERNA|2300|38|F|A|100|1|CLASICO|
2|800|Visa|CLASICA|T.LIMA SUR|1|LIMA SUR|1162|39|F|A|246|1|INCLUSION FINANCIERA  |
2|700|Visa|CLASICA|T.LIMA CENTRO|1|LIMA ESTE|5681.4399999999996|34|F|A|114|1|CLASICO|
2|2100|Visa|ORO|T.NORTE SUR CHICO|1|LIMA ESTE|1566.78|27|M|A|70|1|CLASICO|
2|11300|Visa|PLATINUM|T.NORTE SUR CHICO|1|LIMA NORTE|2517|53|M|A|88|1|CLASICO|
2|700|Visa|CLASICA|T.NORTE SUR CHICO|1|LIMA NORTE|3913.3299999999999|27|F|A|51|1|CLASICO|
2|40000|Visa|SIGNATURE LIFEMILES|T.MIRAFLORES S.BORJA|1|LIMA CENTRO|992.125|30|M|A|78|1|CLASICO|
2|30000|Visa|SIGNATURE LIFEMILES|T.MIRAFLORES S.BORJA|1|LIMA MODERNA|21587|44|M|A|201|1|CLASICO|
2|8500|Visa|PLATINUM LIFEMILES|T.MIRAFLORES S.BORJA|1|LIMA NORTE|2930.3299999999999|30|F|A|42|1|CLASICO|
2|11800|Visa|PLATINUM LIFEMILES|T.LIMA SUR|1|LIMA MODERNA|951|49|F|A|24|1|PNN 0  |
2|12500|Visa|SIGNATURE LIFEMILES|T.LIMA RESIDENCIAL||||||A|13|1|CLASICO|
2|2000|Visa|ORO LIFEMILES|T.LIMA RESIDENCIAL|1|LIMA ESTE|3492.25|28|F|A|58|1|CLASICO|
2|5900|Visa|PLATINUM LIFEMILES|T.LIMA RESIDENCIAL|1|LIMA NORTE||33|M|A|132|1|PNN 0  |
2|1000|Visa|CLASICA|T.LIMA SUR|1|LIMA SUR|3718.5|22|F|A|68|1|CLASICO|
2|5400|Visa|PLATINUM|T.SURCO LA MOLINA|1|LIMA NORTE|1131|40|M|A|44|1|CLASICO|
2|5000|Visa|PLATINUM|T.SURCO LA MOLINA|1|LIMA ESTE|2060.5|58|F|A|35|1|PNN 3   |
2|700|Visa|ARCANGEL|T.LIMA CENTRO|1|LIMA ESTE|1763.1700000000001|22|M|A|16|1|CLASICO|
2|7500|Visa|PLATINUM LIFEMILES|T.SUR|0|SUR|700|35|M|A|105|1|CLASICO|
2|6400|Visa|PLATINUM LIFEMILES|T.CALLAO SAN MIGUEL|0|NORTE|1034.625|24|M|||0||
2|6600|Visa|PLATINUM|T.MIRAFLORES S.BORJA|1|LIMA CENTRO|3371.2199999999998|27|M|A|33|1|CLASICO|
2|12000|Visa|SIGNATURE LIFEMILES|T.MIRAFLORES S.BORJA|1|LIMA MODERNA|910|29|M|A|56|1|CLASICO|
2|2300|Visa|ORO|T.CALLAO SAN MIGUEL|1|LIMA NORTE|1789.22|39|M|A|81|1|CLASICO|
2|6900|Visa|PLATINUM|T.LIMA RESIDENCIAL|1|LIMA SUR|1405.4400000000001|25|M|A|72|1|CLASICO|
2|25000|Visa|SIGNATURE LIFEMILES|T.MIRAFLORES S.BORJA|1|LIMA MODERNA|5091.4300000000003|44|M|A|82|1|CLASICO|
2|1700|Visa|CLASICA|T.LINCE|1|LIMA MODERNA|1275|57|F|A|209|1|CLASICO|
2|6000|Visa|PLATINUM LIFEMILES|T.LINCE|1|LIMA MODERNA|2952.7800000000002|29|M|A|49|1|CLASICO|
2|5000|Visa|PLATINUM LIFEMILES|T.SURCO LA MOLINA|1|LIMA ESTE|1431.3299999999999|29|M|A|73|1|CLASICO|
2|10600|Visa|PLATINUM LIFEMILES|T.LIMA RESIDENCIAL|1|LIMA MODERNA|2481.625|32|F|A|36|1|CLASICO|
2|8300|Visa|PLATINUM LIFEMILES|T.SURCO LA MOLINA|1|LIMA ESTE|894|35|M|A|7|1|INCLUSION FINANCIERA  |
2|2000|Visa|ORO|T.LINCE|1|LIMA MODERNA|1727.875|54|F|||0||
2|5000|Visa|PLATINUM|T.LINCE|1|LIMA ESTE|1595|39|M|A|2|1|CLASICO|
2|34000|Visa|SIGNATURE LIFEMILES|T.LINCE|1|LIMA SUR|823.11000000000001|67|M|A|128|1|CLASICO|
2|700|Visa|CLASICA|T.LIMA RESIDENCIAL|1|LIMA ESTE|1918.1099999999999|27|M|A|46|1|CLASICO|
2|3000|Visa|CLASICA|T.LIMA RESIDENCIAL|1|CALLAO|1477|28|M|A|22|1|CLASICO|
2|700|Visa|CLASICA|T.LIMA RESIDENCIAL|1|LIMA ESTE|1135.1099999999999|29|F|A|110|1|CLASICO|
2|700|Visa|CLASICA|T.LIMA RESIDENCIAL|1|LIMA ESTE|1199.4400000000001|52|M|A|100|1|CLASICO|
2|2000|Visa|CLASICA|T.LIMA RESIDENCIAL|1|LIMA ESTE|1168.78|40|F|A|59|1|CLASICO|
2|25500|Visa|SIGNATURE LIFEMILES|T.LIMA RESIDENCIAL|1|LIMA NORTE|9000|48|M|A|234|1|PNN 0  |
2|2000|Visa|ORO LIFEMILES|T.MIRAFLORES S.BORJA|1|LIMA MODERNA|2241.125|30|M|A|5|1|CLASICO|
2|2400|Visa|ORO LIFEMILES|T.SURCO LA MOLINA|1|LIMA ESTE|2549.6700000000001|33|M|A|84|1|INCLUSION FINANCIERA  |
2|7000|Visa|PLATINUM LIFEMILES|T.SURCO LA MOLINA|1|LIMA MODERNA|1462.4400000000001|29|F|A|20|1|CLASICO|
2|31500|Visa|SIGNATURE LIFEMILES|T.SURCO LA MOLINA|1|LIMA MODERNA|6859.1099999999997|32|F|A|116|1|VIP|
2|12500|Visa|SIGNATURE LIFEMILES|T.SURCO LA MOLINA|1|LIMA NORTE|2549.6700000000001|26|M|A|15|1|CLASICO|
2|17000|Visa|SIGNATURE LIFEMILES|T.SURCO LA MOLINA|1|LIMA SUR|4211.25|50|M|A|208|1|INCLUSION FINANCIERA  |
2|6400|Visa|PLATINUM|T.CENTROS MASIVOS|0|SUR|580|32|M|A|152|1|CLASICO|
2|7400|Visa|PLATINUM|T.CENTROS MASIVOS|0|SIERRA CENTRAL|1540|33|M|||0||
2|1000|Visa|ARCANGEL|T.CENTROS MASIVOS|0|ORIENTE|1021.29|28|M|A|20|1|INCLUSION FINANCIERA  |
2|5900|Visa|PLATINUM|T.CENTROS MASIVOS|1|LIMA SUR|525|36|F|A|33|1|CLASICO|
2|5300|Visa|PLATINUM|T.CENTROS MASIVOS|1|LIMA CENTRO|1263.3299999999999|42|M|A|121|1|CLASICO|
2|11600|Visa|PLATINUM|T.CENTROS MASIVOS|1|CALLAO|403|47|M|A|43|1|CLASICO|
2|7700|Visa|PLATINUM|T.CENTROS MASIVOS|1|LIMA ESTE|1200|28|M|A|69|1|INCLUSION FINANCIERA  |
2|4400|Visa|ORO|T.CENTROS MASIVOS|0|SUR|1227|38|F|||0||
2|7900|Visa|PLATINUM|T.CENTROS MASIVOS|1|CALLAO|1757.875|31|F|A|75|1|CLASICO|
2|700|Visa|CLASICA|T.NORTE SUR CHICO|1|LIMA NORTE|613|46|F|A|144|1|CLASICO|
2|700|Visa|CLASICA|T.NORTE SUR CHICO|1|LIMA CENTRO|1413.75|42|F|A|2|1|CLASICO|
2|700|Visa|CLASICA|T.NORTE SUR CHICO|1|LIMA NORTE||44|M|A|2|1|INCLUSION FINANCIERA  |
2|8000|Visa|ORO LIFEMILES|T.CALLAO SAN MIGUEL|1|LIMA CENTRO|650|69|F|A|270|1|INCLUSION FINANCIERA  |
2|2000|Visa|ORO|T.LINCE|1|LIMA NORTE|675|54|F|A|2|1|CLASICO|1
2|6600|Visa|PLATINUM|T.LINCE|1|LIMA MODERNA|1757.875|60|M|A|112|1|CLASICO|
2|5000|Visa|ORO|T.LINCE|0|NORTE|6685|28|F|A|13|1|CLASICO|
2|3000|Visa|ORO|T.LINCE|1|CALLAO|2550|51|F|A|68|1|CLASICO|
2|4000|Visa|ORO|T.LIMA RESIDENCIAL|1|LIMA MODERNA|2100|27|F|A|80|1|CLASICO|
2|1700|Visa|CLASICA|T.LIMA RESIDENCIAL|1|CALLAO|2590|46|F|A|221|1|CLASICO|
2|2000|Visa|ORO|T.CALLAO SAN MIGUEL|1|LIMA CENTRO|1063.5|24|F|A|33|1|CLASICO|
2|1000|Visa|CLASICA|T.LIMA SUR|1|LIMA SUR||56|F|A|3|1|INCLUSION FINANCIERA  |
2|20000|Visa|SIGNATURE LIFEMILES|T.LINCE||||||A|15|1|VIP|
2|700|Visa|CLASICA|T.NOR ORIENTE|0|ORIENTE|864|34|F|A|78|1|PNN 0  |
2|8500|Visa|PLATINUM LIFEMILES|T.CENTRO|0|CENTRO|438|39|M|A|42|1|CLASICO|
2|2000|Visa|ARCANGEL|T.CENTRO|0|CENTRO|1786.3299999999999|28|M|A|17|1|CLASICO|
2|3000|Visa|ORO LIFEMILES|T.CENTRO|1|LIMA NORTE|2178.125|53|M|A|23|1|CLASICO|
2|2000|Visa|ORO LIFEMILES|T.CENTRO|0|CENTRO|1749.8900000000001|30|M|A|15|1|CLASICO|
2|1000|Visa|CLASICA|T.CENTRO|0|CENTRO|1094|37|F|A|63|1|INCLUSION FINANCIERA  |
2|2000|Visa|ORO|T.CENTRO|1|LIMA MODERNA|2113|35|M|A|57|1|CLASICO|
2|700|Visa|CLASICA|T.CENTRO|0|CENTRO|6888|53|M|A|125|1|CLASICO|
2|3200|Visa|ORO LIFEMILES|T.CENTRO|0|CENTRO|1667|34|M|A|134|1|CLASICO|
2|1400|Visa|CLASICA|T.CENTRO|0|NORTE|1065.5|26|M|A|6|1|INCLUSION FINANCIERA  |
2|20000|Visa|SIGNATURE LIFEMILES|T.CENTRO|0|CENTRO|10900.110000000001|35|F|A|135|1|VIP|
2|2000|Visa|CLASICA|T.CENTRO|0|CENTRO|2137.5999999999999|55|M|A|53|1|CLASICO|
2|5100|Visa|PLATINUM|T.CALLAO SAN MIGUEL|1|LIMA NORTE|3894.6700000000001|28|M|A|53|1|CLASICO|
2|2000|Visa|ORO|T.CALLAO SAN MIGUEL|1|LIMA ESTE|1962.3299999999999|54|M|A|55|1|CLASICO|
2|5300|Visa|PLATINUM LIFEMILES|T.SUR|0|SIERRA CENTRAL|3825|30|F|A|4|1|CLASICO|
2|2000|Visa|ORO LIFEMILES|T.SURCO LA MOLINA|1|LIMA NORTE|1959|34|M|A|91|1|CLASICO|
2|2|Visa|SIGNATURE|T.SURCO LA MOLINA|1|LIMA MODERNA|3493|49|M|A|249|1|CLASICO|
2|9100|Visa|PLATINUM|T.SURCO LA MOLINA|1|LIMA MODERNA|3400|49|F|A|48|1|CLASICO|
2|7400|Visa|PLATINUM LIFEMILES|T.SURCO LA MOLINA|1|LIMA PROVINCIA|1318.875|31|M|||0||
2|5000|Visa|PLATINUM|T.LINCE|1|LIMA NORTE|2098.4400000000001|42|M|A|98|1|CLASICO|
2|20000|Visa|SIGNATURE LIFEMILES|T.LINCE|1|LIMA MODERNA|266|40|F|A|7|1|VIP|
2|2|Visa|ORO LIFEMILES|T.CALLAO SAN MIGUEL|1|LIMA CENTRO|5757|39|M|A|3|1|CLASICO|
2|9100|Visa|ORO|T.CALLAO SAN MIGUEL|1|LIMA MODERNA|2348.75|52|M|A|32|1|CLASICO|
2|9600|Visa|PLATINUM|T.SURCO LA MOLINA|1|LIMA MODERNA|1600|25|F|A|38|1|CLASICO|1
2|1000|Visa|CLASICA|T.SURCO LA MOLINA|1|LIMA MODERNA|723.75|22|F|A|12|1|INCLUSION FINANCIERA  |
2|1000|Visa|CLASICA|T.LIMA CENTRO|1|LIMA CENTRO|1472.1099999999999|27|M|A|31|1|CLASICO|
2|2000|Visa|PLATINUM LIFEMILES|S.C.RECURSOS HUMANOS|1|LIMA SUR|1039.3299999999999||F|A|7|1|INCLUSION FINANCIERA  |
2|3000|Visa|PLATINUM LIFEMILES|S.C.RECURSOS HUMANOS|0|SUR|1525|33|M|A|19|1|CLASICO|
2|1000|Visa|ORO LIFEMILES|S.C.RECURSOS HUMANOS|0|SUR|925|27|M|A|25|1|CLASICO|
2|1000|Visa|ORO LIFEMILES|S.C.RECURSOS HUMANOS|0|SUR|925|23|F|A|15|1|PNN 0  |
2|1000|Visa|ORO LIFEMILES|S.C.RECURSOS HUMANOS|0|SIERRA CENTRAL|925|23|F|A|2|1|INCLUSION FINANCIERA  |
2|9900|Visa|PLATINUM|T.SUR|0|SIERRA CENTRAL|2111|34|F|A|158|1|CLASICO|
2|5900|Visa|PLATINUM LIFEMILES|T.SUR|0|SUR|3590|53|M|||0||
2|7000|Visa|PLATINUM LIFEMILES|T.SUR|0|SUR|1600.1099999999999|26|M|A|34|1|CLASICO|
2|1000|Visa|CLASICA|T.SUR|0|SUR|1877.1300000000001|26|M|A|20|1|CLASICO|1
2|2000|Visa|ORO|T.SUR|1|LIMA ESTE|815.11000000000001|37|F|A|29|1|CLASICO|
2|2500|Visa|ORO LIFEMILES|T.SUR|0|SUR|5128.25|30|M|A|52|1|CLASICO|
2|18500|Visa|SIGNATURE LIFEMILES|T.SURCO LA MOLINA|1|LIMA MODERNA|1400|33|M|A|63|1|CLASICO|
2|2500|Visa|ORO LIFEMILES|T.NOR ORIENTE|0|ORIENTE|2040.6700000000001|49|M|A|116|1|CLASICO|
2|5300|Visa|PLATINUM LIFEMILES|T.NOR ORIENTE|0|ORIENTE|2379.375|27|M|A|2|1|CLASICO|
2|1000|Visa|CLASICA|T.NOR ORIENTE|0|ORIENTE|1165|63|M|A|20|1|INCLUSION FINANCIERA  |
2|2000|Visa|ORO LIFEMILES|T.NORTE SUR CHICO|1|LIMA PROVINCIA|1618|63|F|A|2|1|CLASICO|
2|1900|MasterCard|MC CLASICA|T.NOR ORIENTE|0|NORTE|1912.3299999999999|38|F|A|191|1|CLASICO|
2|800|Visa|CLASICA|T.LINCE|1|LIMA MODERNA||59|F|A|74|1|INCLUSION FINANCIERA  |
2|6300|Visa|PLATINUM|T.LINCE|1|LIMA SUR|3905|47|M|A|98|1|CLASICO|
2|10300|Visa|PLATINUM LIFEMILES|T.LINCE|1|LIMA CENTRO|801|47|F|A|249|1|CLASICO|
2|1200|Visa|CLASICA|T.NORTE SUR CHICO|1|LIMA PROVINCIA|389|58|M|A|244|1|CLASICO|
2|3600|Visa|ARCANGEL|T.NORTE SUR CHICO|0|NORTE|3987.4000000000001|28|M|A|40|1|CLASICO|
2|18000|Visa|SIGNATURE LIFEMILES|T.NORTE SUR CHICO|1|LIMA PROVINCIA|2377|37|M|A|132|1|CLASICO|
2|1000|Visa|CLASICA|T.NORTE SUR CHICO|0|NORTE|1034.5599999999999|25|M|A|25|1|CLASICO|
2|19500|Visa|SIGNATURE|T.SURCO LA MOLINA|1|LIMA MODERNA|3902.2199999999998|36|F|A|194|1|CLASICO|
2|2000|Visa|ORO LIFEMILES|T.SURCO LA MOLINA|1|LIMA MODERNA|2990|54|M|A|356|1|CLASICO|
2|700|Visa|CLASICA|T.SURCO LA MOLINA||||||A|9|1|INCLUSION FINANCIERA  |
2|5700|Visa|ORO|T.NORTE SUR CHICO|1|LIMA PROVINCIA|1290.4400000000001|32|M|A|71|1|INCLUSION FINANCIERA  |
2|3000|Visa|ORO|T.NORTE SUR CHICO|1|LIMA PROVINCIA|2292|48|F|A|121|1|PNN 3   |
2|6100|Visa|PLATINUM|T.NOR ORIENTE|0|NORTE|1510.78|55|M|A|133|1|INCLUSION FINANCIERA  |
2|3500|Visa|ORO LIFEMILES|T.NOR ORIENTE|0|NORTE|2074.6700000000001|34|F|A|190|1|CLASICO|
2|700|Visa|CLASICA|T.LIMA RESIDENCIAL|1|LIMA PROVINCIA|1963|53|M|A|30|1|CLASICO|
2|1600|Visa|CLASICA|T.LIMA RESIDENCIAL|1|LIMA NORTE|1534|48|F|A|135|1|INCLUSION FINANCIERA  |
2|2000|Visa|ORO|T.NOR ORIENTE|0|NORTE|2649|40|F|A|122|1|CLASICO|
2|13500|Visa|SIGNATURE LIFEMILES|T.NOR ORIENTE|0|NORTE|531|64|F|A|248|1|CLASICO|
2|700|MasterCard|MC CLASICA|T.NORTE|0|NORTE|2125|47|M|A|47|1|CLASICO|
2|700|MasterCard|MC CLASICA|T.NORTE|0|NORTE|1746.4400000000001|32|M|A|62|1|CLASICO|
2|50000|Visa|SIGNATURE|T.NORTE|0|NORTE|8799|40|M|A|234|1|CLASICO|
2|27000|Visa|SIGNATURE LIFEMILES|T.NORTE|1|LIMA MODERNA|5606.2200000000003|65|F|A|64|1|CLASICO|
2|700|Visa|ARCANGEL|T.CENTRO|0|CENTRO|578|35|F|A|63|1|CLASICO|
2|800|Visa|ARCANGEL|T.SURCO LA MOLINA|0|SIERRA CENTRAL||24|M|A|2|1|INCLUSION FINANCIERA  |
2|9000|Visa|ARCANGEL|T.SURCO LA MOLINA|1|LIMA ESTE|610.5|59|F|A|88|1|CLASICO|
2|62500|Visa|SIGNATURE LIFEMILES|T.SURCO LA MOLINA|1|LIMA CENTRO|525|37|M|A|40|1|VIP|
2|4000|Visa|ORO LIFEMILES|T.SURCO LA MOLINA|1|LIMA ESTE|578|56|M|||0||
2|6200|Visa|PLATINUM|TERR.OPERATIONS|1|LIMA ESTE|578|43|F|A|37|1|CLASICO|1
2|11700|Visa|PLATINUM|TERR.OPERATIONS|1|LIMA MODERNA|8803|49|F|||0||
2|700|Visa|CLASICA|T.NORTE SUR CHICO|1|LIMA NORTE||23|F|A|52|1|INCLUSION FINANCIERA  |
2|700|Visa|CLASICA|T.NORTE SUR CHICO|1|LIMA ESTE|858.375|26|F|A|2|1|INCLUSION FINANCIERA  |
2|800|Visa|ARCANGEL|T.SURCO LA MOLINA|1|LIMA ESTE|2157.75|68|M|A|28|1|PNN 2 ALTO VALOR|
2|6900|Visa|PLATINUM LIFEMILES|T.SURCO LA MOLINA|1|LIMA ESTE|1260|37|F|A|119|1|CLASICO|
2|1700|Visa|CLASICA|T.SUR|0|SIERRA CENTRAL|1458.375|45|F|A|3|1|CLASICO|
2|2000|Visa|ORO|T.SUR|0|SIERRA CENTRAL|2600.8800000000001|44|M|A|16|1|PNN 0  |
2|700|Visa|CLASICA|T.CENTRO|0|NORTE|1867.78|67|M|A|74|1|CLASICO|
2|800|Visa|CLASICA|T.LIMA SUR|1|LIMA SUR|4002.3800000000001|40|M|A|99|1|CLASICO|
2|4000|Visa|ORO LIFEMILES|T.NOR ORIENTE|0|SIERRA CENTRAL|3012.75|49|M|A|244|1|CLASICO|
2|8300|Visa|PLATINUM|T.NOR ORIENTE|0|NORTE|1319.375|39|M|A|41|1|INCLUSION FINANCIERA  |
2|20000|Visa|SIGNATURE LIFEMILES|T.NOR ORIENTE|0|NORTE|8820.6000000000004|33|M|A|63|1|VIP|
2|5600|Visa|PLATINUM LIFEMILES|T.CENTRO|0|NORTE|1405.3299999999999|24|M|A|28|1|CLASICO|
2|4200|Visa|ARCANGEL|T.NORTE||||||A|176|1|INCLUSION FINANCIERA  |
2|7100|Visa|PLATINUM LIFEMILES|T.NORTE|0|NORTE|2138.125|27|F|A|64|1|CLASICO|
2|700|Visa|CLASICA|T.NORTE|0|NORTE|770|58|M|A|10|1|INCLUSION FINANCIERA  |
2|4000|Visa|ORO|T.NORTE|0|NORTE|2894.2199999999998|32|F|A|19|1|CLASICO|
2|5400|Visa|PLATINUM LIFEMILES|T.NORTE|0|NORTE|1098.75|39|M|A|101|1|CLASICO|1
