ANTI_EMIS_MESES|IM_VENTA_SOL|MARCA|NOMBRE_CORTO|Nombre_territorio|FLAG_LIMA_PROVINCIA|REGION|SUELDO_ESTIMADO|EDAD|SEXO|STATUS_BBVA|ANTIGUEDAD_MES|FLAG_CLIENTE_CORPORATIVO_BBVA|SEGMENTO_LOCAL|FLAG_SS
2|2000|Visa|ORO|T.SUR|0|SUR|1453|52|M|||0||
2|2000|Visa|ORO|T.SUR|0|SUR|4291|47|M|||0||
2|700|Visa|CLASICA|T.SUR|0|SUR|923|26|F|A|127|1|INCLUSION FINANCIERA  |
2|12000|Visa|SIGNATURE|T.SUR|0|SUR|2763.25|70|M|A|263|1|CLASICO|
2|12500|Visa|SIGNATURE LIFEMILES|T.SUR|0|SUR|3165.5599999999999|42|M|A|158|1|CLASICO|
2|700|Visa|CLASICA|T.LIMA SUR|1|LIMA SUR||31|M|A|1|1|INCLUSION FINANCIERA  |
2|6100|Visa|PLATINUM LIFEMILES|T.SURCO LA MOLINA|1|LIMA SUR|525|60|M|A|189|1|CLASICO|
2|3700|Visa|ORO LIFEMILES|T.SURCO LA MOLINA|1|LIMA CENTRO|1464.1099999999999|47|M|A|174|1|CLASICO|
2|6500|Visa|PLATINUM LIFEMILES|T.CALLAO SAN MIGUEL|1|LIMA MODERNA|1304.8800000000001|27|F|A|33|1|CLASICO|
2|1500|Visa|CLASICA|T.CALLAO SAN MIGUEL|1|LIMA NORTE|2453|27|M|A|93|1|CLASICO|
2|12500|Visa|SIGNATURE LIFEMILES|T.MIRAFLORES S.BORJA|1|LIMA MODERNA|2797|41|F|A|14|1|CLASICO|
2|7200|Visa|PLATINUM LIFEMILES|T.MIRAFLORES S.BORJA|1|LIMA MODERNA|11917|45|M|A|128|1|VIP|
2|12000|Visa|SIGNATURE LIFEMILES|T.MIRAFLORES S.BORJA|1|LIMA MODERNA|5264|35|M|A|75|1|VIP|
2|5100|Visa|PLATINUM LIFEMILES|T.MIRAFLORES S.BORJA|1|LIMA ESTE|1020|52|M|A|78|1|CLASICO|1
2|9100|Visa|PLATINUM|T.SURCO LA MOLINA|1|LIMA ESTE|4626|35|F|A|112|1|CLASICO|
2|24500|Visa|SIGNATURE|T.LINCE|1|LIMA CENTRO|5069.6700000000001|62|F|A|134|1|CLASICO|
2|1000|Visa|CLASICA|T.LINCE|1|LIMA ESTE|1567.75|58|M|A|3|1|CLASICO|
2|1300|Visa|ARCANGEL|T.LINCE|1|LIMA MODERNA|2802|60|F|A|254|1|CLASICO|
2|2000|Visa|ORO|T.LINCE|1|LIMA ESTE||32|F|A|114|1|CLASICO|
2|3000|Visa|CLASICA|T.LINCE|1|LIMA MODERNA|3501|45|F|A|225|1|CLASICO|
2|8900|Visa|PLATINUM|T.LINCE|1|LIMA MODERNA|3636|36|F|A|37|1|CLASICO|
2|15000|Visa|SIGNATURE|T.LINCE|1|LIMA MODERNA|3738.75|42|F|A|182|1|CLASICO|
2|5000|Visa|PLATINUM|T.LIMA CENTRO|1|LIMA ESTE|1735|26|M|A|2|1|CLASICO|
2|700|Visa|CLASICA|T.LIMA CENTRO|1|LIMA NORTE|1224.25|54|F|A|22|1|CLASICO|
2|700|Visa|CLASICA|T.LIMA CENTRO|1|LIMA MODERNA|2693.75|23|M|A|127|1|CLASICO|
2|8100|Visa|PLATINUM LIFEMILES|T.MIRAFLORES S.BORJA|1|LIMA NORTE|2116.3299999999999|28|M|A|33|1|CLASICO|
2|700|Visa|CLASICA|T.NOR ORIENTE|0|ORIENTE|864|34|F|A|77|1|PNN 0  |
2|8500|Visa|PLATINUM LIFEMILES|T.CENTRO|0|CENTRO|438|39|M|A|41|1|CLASICO|
2|2000|Visa|ARCANGEL|T.CENTRO|0|CENTRO|1786.3299999999999|28|M|A|16|1|CLASICO|
2|1100|Visa|CLASICA|T.CENTRO|0|CENTRO|1947|42|M|A|116|1|CLASICO|
2|40800|Visa|SIGNATURE|T.CENTRO|0|CENTRO|1380|30|M|A|1|1|CLASICO|
2|1300|Visa|CLASICA|T.CENTRO|0|CENTRO|1996|28|M|A|80|1|CLASICO|
2|3000|Visa|ORO LIFEMILES|T.CENTRO|1|LIMA NORTE|2178.125|53|M|A|22|1|CLASICO|
2|2000|Visa|ORO LIFEMILES|T.CENTRO|0|CENTRO|1749.8900000000001|30|M|A|14|1|CLASICO|
2|1000|Visa|CLASICA|T.CENTRO|0|CENTRO|1094|37|F|A|62|1|INCLUSION FINANCIERA  |
2|2000|Visa|ORO|T.CENTRO|1|LIMA MODERNA|2113|35|M|A|56|1|CLASICO|
2|700|Visa|CLASICA|T.CENTRO|0|CENTRO|6888|53|M|A|124|1|CLASICO|
2|3200|Visa|ORO LIFEMILES|T.CENTRO|0|CENTRO|1667|34|M|A|133|1|CLASICO|
2|18000|Visa|SIGNATURE LIFEMILES|T.CENTRO|0|CENTRO|3919.7800000000002|44|F|A|225|1|CLASICO|
2|10200|Visa|PLATINUM|T.CENTRO|0|CENTRO|1015.35|32|M|A|128|1|CLASICO|
2|2400|MasterCard|MC ORO|T.NORTE SUR CHICO|0|SUR|1531|55|M|A|49|1|CLASICO|1
2|2000|Visa|ORO LIFEMILES|T.CALLAO SAN MIGUEL|0|NORTE|5959|39|F|A|171|1|VIP|
2|20000|Visa|SIGNATURE LIFEMILES|T.CALLAO SAN MIGUEL|1|LIMA CENTRO|4822.5|41|M|A|191|1|CLASICO|
2|15000|Visa|SIGNATURE LIFEMILES|T.CALLAO SAN MIGUEL|1|CALLAO|525|40|M|A|13|1|CLASICO|
2|2000|Visa|ORO LIFEMILES|T.CALLAO SAN MIGUEL|1|LIMA MODERNA|671|74|F|A|244|1|CLASICO|
2|2000|Visa|CLASICA|T.NORTE SUR CHICO|0|SUR|1167.78|30|F|A|130|1|CLASICO|
2|800|Visa|CLASICA|T.LIMA CENTRO|0|ORIENTE||25|M|A|3|1|INCLUSION FINANCIERA  |
2|5000|Visa|PLATINUM LIFEMILES|S.C.RECURSOS HUMANOS|1|LIMA NORTE|2132|29|F|A|84|1|CLASICO|
2|3000|Visa|ORO|T.NOR ORIENTE|0|NORTE|1188.78|45|M|A|108|1|INCLUSION FINANCIERA  |
2|4100|Visa|ORO LIFEMILES|T.LIMA RESIDENCIAL|1|LIMA ESTE|630|42|M|A|65|1|CLASICO|1
2|1100|Visa|CLASICA|T.SURCO LA MOLINA|0|NORTE|467|30|F|A|51|1|CLASICO|
2|8000|Visa|PLATINUM LIFEMILES|T.SURCO LA MOLINA|1|LIMA ESTE|2468.875|31|F|I|107|1|CLASICO|
2|10100|Visa|PLATINUM LIFEMILES|T.SURCO LA MOLINA|1|LIMA ESTE|3180.625|31|M|||0||
2|2500|Visa|ORO LIFEMILES|T.SURCO LA MOLINA|1|LIMA ESTE|1235.5599999999999|28|M|A|24|1|INCLUSION FINANCIERA  |
2|700|Visa|CLASICA|T.SURCO LA MOLINA|1|LIMA ESTE|1610|54|M|A|245|1|VIP|
2|2000|Visa|ORO|T.LIMA RESIDENCIAL|1|LIMA MODERNA|3297.8299999999999|70|M|A|237|1|CLASICO|
2|5600|Visa|PLATINUM LIFEMILES|T.CALLAO SAN MIGUEL|1|LIMA NORTE|1054|37|F|A|72|1|CLASICO|
2|800|Visa|CLASICA|T.NORTE SUR CHICO|1|LIMA CENTRO|1138.375|38|M|A|13|1|INCLUSION FINANCIERA  |
2|700|Visa|CLASICA|T.NORTE SUR CHICO|1|LIMA NORTE|613|46|F|A|143|1|CLASICO|
2|700|Visa|CLASICA|T.NORTE SUR CHICO|1|LIMA CENTRO|1413.75|42|F|A|1|1|CLASICO|
2|700|Visa|CLASICA|T.NORTE SUR CHICO|1|LIMA NORTE||44|M| |1|0|INCLUSION FINANCIERA  |
2|8000|Visa|ORO LIFEMILES|T.CALLAO SAN MIGUEL|1|LIMA CENTRO|650|69|F|A|269|1|INCLUSION FINANCIERA  |
2|700|Visa|CLASICA|T.LINCE|1|LIMA MODERNA|2102.3299999999999|27|M|A|84|1|INCLUSION FINANCIERA  |
2|6600|Visa|PLATINUM|T.LINCE|1|LIMA MODERNA|1757.875|60|M|A|111|1|CLASICO|
2|4000|Visa|ORO|T.LINCE|1|LIMA MODERNA|105|72|F|A|237|1|CLASICO|
2|3000|Visa|ORO|T.LINCE|1|CALLAO|2550|51|F|A|67|1|CLASICO|
2|4000|Visa|ORO|T.LIMA RESIDENCIAL|1|LIMA MODERNA|2100|27|F|A|79|1|CLASICO|
2|2000|Visa|ORO|T.LIMA RESIDENCIAL|1|LIMA CENTRO|2831.3299999999999|25|F|A|63|1|CLASICO|
2|1700|Visa|CLASICA|T.LIMA RESIDENCIAL|1|CALLAO|2590|46|F|A|220|1|CLASICO|
2|1200|Visa|CLASICA|T.LIMA RESIDENCIAL|1|CALLAO|525|33|M|A|82|1|CLASICO|
2|2000|Visa|ORO|T.CALLAO SAN MIGUEL|1|LIMA CENTRO|1063.5|24|F|A|32|1|CLASICO|
2|1000|Visa|CLASICA|T.LIMA SUR|1|LIMA SUR||56|F|A|2|1|INCLUSION FINANCIERA  |
2|5200|Visa|ORO|T.LIMA SUR|1|CALLAO|1153.5|23|F|A|50|1|CLASICO|
2|20000|Visa|SIGNATURE LIFEMILES|T.LINCE||||||A|14|1|VIP|
2|2000|Visa|ARCANGEL|T.NOR ORIENTE|0|ORIENTE|2500|26|M|A|27|1|CLASICO|
2|10000|Visa|PLATINUM LIFEMILES|T.NOR ORIENTE|0|ORIENTE|2100|37|M|A|111|1|CLASICO|
2|2000|Visa|ORO LIFEMILES|T.CALLAO SAN MIGUEL|1|CALLAO||24|F|A|3|1|INCLUSION FINANCIERA  |
2|2000|Visa|ORO LIFEMILES|T.CALLAO SAN MIGUEL|1|LIMA CENTRO|3020|24|F|A|40|1|CLASICO|
2|1500|Visa|CLASICA|T.CALLAO SAN MIGUEL|1|CALLAO|1748.75|27|F|A|40|1|CLASICO|
2|700|Visa|ARCANGEL|T.CALLAO SAN MIGUEL|1|CALLAO|2401|57|F|A|284|1|CLASICO|
2|6000|Visa|PLATINUM LIFEMILES|T.LIMA CENTRO|1|LIMA CENTRO|2171.75|29|M|A|22|1|CLASICO|
2|23500|Visa|SIGNATURE|T.LIMA CENTRO|1|LIMA ESTE|4798.6700000000001|30|M|A|86|1|CLASICO|
2|10800|Visa|PLATINUM LIFEMILES|T.MIRAFLORES S.BORJA|1|LIMA MODERNA|1063|31|M|A|78|1|CLASICO|
2|10900|Visa|PLATINUM|T.SURCO LA MOLINA|1|LIMA MODERNA|1225|52|M|A|142|1|CLASICO|
2|12500|Visa|SIGNATURE LIFEMILES|T.LINCE|1|LIMA NORTE|7237|35|F|C|152|0|CLASICO|
2|5000|Visa|PLATINUM LIFEMILES|T.LIMA RESIDENCIAL|1|LIMA CENTRO||55|M|A|194|1|INCLUSION FINANCIERA  |
2|3000|Visa|ORO|T.LIMA RESIDENCIAL|1|LIMA NORTE|1457.5|22|F|A|8|1|INCLUSION FINANCIERA  |
2|5000|Visa|PLATINUM LIFEMILES|T.CALLAO SAN MIGUEL|1|LIMA CENTRO|2457|27|M|||0||
2|800|Visa|CLASICA|T.CALLAO SAN MIGUEL|1|CALLAO|1410.6700000000001|26|M|A|91|1|INCLUSION FINANCIERA  |
2|6000|Visa|PLATINUM LIFEMILES|T.LIMA CENTRO|1|CALLAO|942|26|M|A|70|1|CLASICO|
2|2000|Visa|ORO LIFEMILES|T.LIMA CENTRO|1|LIMA NORTE|3017.25|47|F|A|190|1|CLASICO|
2|2900|Visa|ORO LIFEMILES|T.LIMA CENTRO|1|LIMA CENTRO|3562.5599999999999|56|F|A|311|1|CLASICO|
2|1000|Visa|CLASICA|T.LIMA CENTRO|1|LIMA MODERNA|1848.5|43|M|A|13|1|VIP|
2|1200|Visa|CLASICA|T.NORTE SUR CHICO|1|LIMA PROVINCIA|389|58|M|A|243|1|CLASICO|
2|3600|Visa|ARCANGEL|T.NORTE SUR CHICO|0|NORTE|3987.4000000000001|28|M|A|39|1|CLASICO|
2|1100|Visa|CLASICA|T.NORTE SUR CHICO|1|LIMA PROVINCIA|1711.25|37|M|A|41|1|CLASICO|
2|36000|Visa|SIGNATURE|T.NORTE SUR CHICO|1|LIMA PROVINCIA|1515.22|59|M|A|211|1|VIP|
2|18000|Visa|SIGNATURE LIFEMILES|T.NORTE SUR CHICO|1|LIMA PROVINCIA|2377|37|M|C|131|0|CLASICO|
2|1000|Visa|CLASICA|T.NORTE SUR CHICO|0|NORTE|1034.5599999999999|25|M|A|24|1|CLASICO|
2|19500|Visa|SIGNATURE|T.SURCO LA MOLINA|1|LIMA MODERNA|3902.2199999999998|36|F|A|193|1|CLASICO|
2|2000|Visa|ORO LIFEMILES|T.SURCO LA MOLINA|1|LIMA MODERNA|2990|54|M|A|355|1|CLASICO|
2|700|Visa|CLASICA|T.SURCO LA MOLINA||||||A|8|1|INCLUSION FINANCIERA  |
2|5700|Visa|ORO|T.NORTE SUR CHICO|1|LIMA PROVINCIA|1290.4400000000001|32|M|A|70|1|INCLUSION FINANCIERA  |
2|3000|Visa|ORO|T.NORTE SUR CHICO|1|LIMA PROVINCIA|2292|48|F|A|120|1|PNN 3   |
2|6100|Visa|PLATINUM|T.NOR ORIENTE|0|NORTE|1510.78|55|M|A|132|1|INCLUSION FINANCIERA  |
2|6100|Visa|PLATINUM LIFEMILES|T.NOR ORIENTE|0|NORTE|1239|49|M|A|186|1|INCLUSION FINANCIERA  |1
2|3500|Visa|ORO LIFEMILES|T.NOR ORIENTE|0|NORTE|2074.6700000000001|34|F|A|189|1|CLASICO|
2|700|Visa|CLASICA|T.LIMA RESIDENCIAL|1|LIMA PROVINCIA|1963|53|M|A|29|1|CLASICO|
2|17000|Visa|ORO|T.SUR|1|LIMA CENTRO|263|50|F|A|227|1|CLASICO|
2|8100|Visa|PLATINUM|T.SUR|0|SUR|1621.5|41|F|A|71|1|CLASICO|
2|2000|Visa|ORO|T.SUR|0|SUR|1470|41|M|A|127|1|VIP|
2|9100|Visa|PLATINUM LIFEMILES|T.SUR|0|SUR|1966.5599999999999|29|M|A|22|1|INCLUSION FINANCIERA  |
2|13500|Visa|SIGNATURE|T.SUR|0|SUR|3304.8899999999999|39|M|A|193|1|CLASICO|
2|7500|Visa|PLATINUM LIFEMILES|T.SUR|0|SUR|1054|64|M|A|238|1|CLASICO|
2|4000|Visa|ORO LIFEMILES|T.SUR|0|SUR|2453.2199999999998|37|M|A|192|1|CLASICO|
2|2000|Visa|ORO|T.SUR|0|SUR|4550.6700000000001|51|M|A|272|1|CLASICO|
2|6000|Visa|PLATINUM|T.SUR|0|SUR|1210.375|38|F|A|18|1|CLASICO|
2|2000|Visa|ORO LIFEMILES|T.NOR ORIENTE|0|ORIENTE|2020.75|44|M|A|73|1|PNN 3   |
2|700|Visa|CLASICA|T.NOR ORIENTE|0|ORIENTE|1803.75|59|M|A|217|1|PNN 0  |
2|700|Visa|CLASICA|T.NOR ORIENTE|0|ORIENTE|1062.5599999999999|28|M|A|45|1|CLASICO|
2|1500|Visa|CLASICA|T.NOR ORIENTE|0|ORIENTE|1840.5|60|F|A|1|1|CLASICO|
2|700|Visa|CLASICA|T.NOR ORIENTE|0|ORIENTE|700|33|M|A|83|1|CLASICO|1
2|6500|Visa|PLATINUM|T.LIMA RESIDENCIAL|1|LIMA MODERNA|2373|28|M|||0||
2|5400|Visa|PLATINUM LIFEMILES|T.LIMA RESIDENCIAL|0|NORTE|1036.3299999999999|25|F|A|13|1|CLASICO|
2|700|Visa|CLASICA|T.NORTE|0|NORTE|2590|27|F|A|10|1|INCLUSION FINANCIERA  |
2|700|Visa|CLASICA|T.NORTE|0|NORTE|1512|25|M|A|14|1|CLASICO|
2|5100|Visa|PLATINUM|T.NORTE|0|NORTE|1124.5|28|F|A|8|1|INCLUSION FINANCIERA  |
2|700|Visa|CLASICA|T.NORTE|0|NORTE|1386|40|M|A|1|1|CLASICO|
2|1000|Visa|CLASICA|T.NORTE|0|NORTE|3479.6700000000001|30|M|A|39|1|INCLUSION FINANCIERA  |
2|17000|Visa|SIGNATURE LIFEMILES|T.SURCO LA MOLINA|1|LIMA MODERNA|3619.625|77|F|A|248|1|VIP|
2|20000|Visa|SIGNATURE LIFEMILES|T.SURCO LA MOLINA|1|LIMA ESTE|1900.25|45|M|I|51|1|CLASICO|
2|700|Visa|CLASICA|T.SURCO LA MOLINA|1|LIMA SUR|560|30|M|A|120|1|CLASICO|
2|900|Visa|CLASICA|T.NORTE|0|NORTE|1579|43|M|||0||
2|1000|Visa|CLASICA|T.NORTE|0|NORTE|589|47|M|A|33|1|CLASICO|
2|900|Visa|CLASICA|T.NORTE|0|NORTE|578|45|M|A|100|1|CLASICO|
2|3000|Visa|CLASICA|T.NORTE SUR CHICO|0|NORTE|4381|59|M|A|176|1|CLASICO|
2|2800|Visa|ORO|T.NORTE SUR CHICO|0|NORTE|1682.3299999999999|25|M|A|13|1|CLASICO|
2|1000|Visa|CLASICA|T.NORTE SUR CHICO|0|NORTE|2762|55|M|A|150|1|CLASICO|
2|2000|Visa|ORO LIFEMILES|T.NORTE SUR CHICO|0|NORTE|2207.6700000000001|60|M|A|237|1|CLASICO|
2|700|Visa|CLASICA|T.NOR ORIENTE|0|ORIENTE|1567.75|54|F|A|1|1|CLASICO|
2|15000|Visa|SIGNATURE LIFEMILES|T.LINCE|1|LIMA MODERNA|8789.2199999999993|44|M|A|125|1|VIP|
2|700|Visa|CLASICA|T.LIMA SUR|1|LIMA MODERNA|||F|A|1|1|INCLUSION FINANCIERA  |
2|800|Visa|ARCANGEL|T.SURCO LA MOLINA||||||A|8|1|INCLUSION FINANCIERA  |
2|700|Visa|CLASICA|T.SURCO LA MOLINA|1|LIMA ESTE|182|25|F|I|79|1|CLASICO|
2|2|Visa|CLASICA|T.SURCO LA MOLINA|1|LIMA ESTE|1050|30|M|P|52|0|CLASICO|
2|2000|Visa|ORO|T.CALLAO SAN MIGUEL|1|LIMA NORTE|1239.1099999999999|37|F|A|81|1|CLASICO|
2|2100|Visa|ORO LIFEMILES|T.LINCE|1|LIMA NORTE|1200|30|M|A|50|1|CLASICO|
2|1000|Visa|CLASICA|T.LINCE|1|LIMA SUR|1502|26|M|A|18|1|CLASICO|
2|5000|Visa|CLASICA|T.LINCE|0|SIERRA CENTRAL||33|F|||0||
2|1200|Visa|ARCANGEL|T.LINCE|1|LIMA CENTRO|1353.8599999999999|27|M|A|19|1|INCLUSION FINANCIERA  |
2|800|Visa|CLASICA|T.LIMA SUR|1|LIMA SUR|2543|44|M|A|90|1|CLASICO|
2|7900|Visa|CLASICA|T.NORTE SUR CHICO||||||A|11|1|CLASICO|
2|3800|Visa|ORO LIFEMILES|T.LIMA SUR|1|LIMA PROVINCIA|1320.4300000000001|21|F|A|34|1|INCLUSION FINANCIERA  |
2|10000|Visa|ORO LIFEMILES|T.LIMA SUR|1|LIMA MODERNA|654|62|F|A|220|1|CLASICO|
2|800|Visa|CLASICA|T.LIMA SUR|1|LIMA SUR|1171.3299999999999|40|F|A|122|1|CLASICO|
2|20000|Visa|SIGNATURE LIFEMILES|T.LINCE|1|LIMA MODERNA|4389|37|M|A|123|1|CLASICO|
2|5000|Visa|PLATINUM LIFEMILES|T.SURCO LA MOLINA|1|LIMA CENTRO|2800|56|M|A|247|1|VIP|
2|700|Visa|CLASICA|T.SURCO LA MOLINA|1|LIMA CENTRO|1562.6700000000001|25|F|A|50|1|INCLUSION FINANCIERA  |
2|700|Visa|CLASICA|T.SURCO LA MOLINA|1|LIMA SUR|1712.22|31|M|A|79|1|CLASICO|
2|14500|Visa|CLASICA|T.MIRAFLORES S.BORJA|1|LIMA CENTRO|3536.6700000000001|35|M|A|151|1|CLASICO|
2|1400|Visa|ARCANGEL|T.MIRAFLORES S.BORJA|1|LIMA CENTRO|1468|40|M|A|107|1|INCLUSION FINANCIERA  |
2|5200|Visa|PLATINUM LIFEMILES|T.MIRAFLORES S.BORJA|1|LIMA NORTE|1610.25|49|M|||0||
2|8600|Visa|PLATINUM LIFEMILES|T.NOR ORIENTE|0|ORIENTE|3249.8899999999999|55|M|A|211|1|CLASICO|
2|2000|Visa|ORO LIFEMILES|T.NOR ORIENTE|0|ORIENTE|5443.3299999999999|35|F|A|107|1|CLASICO|
2|70000|Visa|SIGNATURE LIFEMILES|T.NORTE|0|NORTE|16363|35|M|A|111|1|VIP|
2|5900|Visa|PLATINUM LIFEMILES|T.SUR|0|SUR|3590|53|M|||0||
2|7000|Visa|PLATINUM LIFEMILES|T.SUR|0|SUR|1600.1099999999999|26|M|A|33|1|CLASICO|
2|1000|Visa|CLASICA|T.SUR|0|SUR|1877.1300000000001|26|M|A|19|1|CLASICO|1
2|2000|Visa|ORO|T.SUR|1|LIMA ESTE|815.11000000000001|37|F|A|28|1|CLASICO|
2|2500|Visa|ORO LIFEMILES|T.SUR|0|SUR|5128.25|30|M|A|51|1|CLASICO|
2|1200|Visa|CLASICA|T.NOR ORIENTE|0|ORIENTE|1034.625|26|F|A|2|1|INCLUSION FINANCIERA  |
2|2000|Visa|ORO LIFEMILES|T.NOR ORIENTE|0|ORIENTE|578|32|F|A|118|1|CLASICO|
2|3000|Visa|CLASICA|T.NOR ORIENTE|0|ORIENTE|547|39|M|||0||
2|16500|Visa|SIGNATURE LIFEMILES|T.LIMA SUR|1|LIMA MODERNA|4550|36|M|||0||
2|2000|Visa|ORO LIFEMILES|T.NORTE SUR CHICO|1|LIMA ESTE||54|M|A|1|1|INCLUSION FINANCIERA  |
2|2000|Visa|ORO LIFEMILES|T.NORTE SUR CHICO|1|LIMA NORTE|1070.5|48|F|A|67|1|INCLUSION FINANCIERA  |
2|5900|Visa|PLATINUM|T.CENTRO|0|CENTRO|700|30|M|||0||
2|3600|Visa|ORO|T.CENTRO|0|CENTRO|1458.375|29|F|||0||
2|12000|Visa|SIGNATURE LIFEMILES|T.LIMA RESIDENCIAL|1|LIMA ESTE|5253|42|M|A|109|1|CLASICO|
2|800|Visa|CLASICA|T.LIMA RESIDENCIAL|1|LIMA ESTE||42|M| |1|0|INCLUSION FINANCIERA  |
2|700|Visa|CLASICA|T.LINCE|1|LIMA MODERNA|4701.4399999999996|50|F|A|241|1|CLASICO|
2|30000|Visa|SIGNATURE|T.LINCE|1|LIMA CENTRO|6171.4399999999996|55|F|A|254|1|CLASICO|
2|12000|Visa|SIGNATURE LIFEMILES|T.LINCE|1|LIMA MODERNA|4800|48|M|A|116|1|VIP|
2|2000|Visa|ORO LIFEMILES|T.CENTRO|0|CENTRO|955.375|31|M|A|52|1|CLASICO|
2|3000|Visa|ORO LIFEMILES|T.CENTRO|0|CENTRO|955.375|30|M|A|58|1|PNN 0  |
2|2000|Visa|ORO LIFEMILES|T.CENTRO|0|CENTRO|1904.22|27|M|A|51|1|CLASICO|
2|5000|Visa|PLATINUM LIFEMILES|T.CENTRO|0|CENTRO|2413.25|40|M|A|118|1|CLASICO|
2|2000|Visa|ORO LIFEMILES|T.CENTRO|1|LIMA CENTRO|2198.5|42|M|A|37|1|CLASICO|
2|3000|Visa|ORO LIFEMILES|T.CENTRO|0|CENTRO|2927.71|35|M|A|99|1|CLASICO|
2|3000|Visa|ORO LIFEMILES|T.CENTRO|0|CENTRO|1805.8599999999999|51|M|A|106|1|CLASICO|
2|2700|Visa|ORO LIFEMILES|T.CENTRO|0|CENTRO|2007.5|34|M|A|9|1|CLASICO|
2|2000|Visa|ORO LIFEMILES|T.CENTRO|0|CENTRO|1603.5699999999999|30|M|A|123|1|CLASICO|
2|2000|Visa|ORO LIFEMILES|T.CENTRO|0|CENTRO|1952|27|M|A|83|1|VIP|
2|5000|Visa|ORO LIFEMILES|T.CENTRO|0|CENTRO|1784.1700000000001|32|M|A|114|1|CLASICO|
2|30000|Visa|SIGNATURE LIFEMILES|T.CENTRO|1|LIMA SUR|976.88|46|F|A|233|1|CLASICO|
2|8000|Visa|PLATINUM LIFEMILES|T.CENTRO|0|CENTRO|2584.5599999999999|39|M|A|156|1|CLASICO|
2|3000|Visa|ORO|T.NOR ORIENTE|0|ORIENTE|3254.3299999999999|54|M|A|237|1|PNN2 BAJO VALOR|
2|5500|Visa|ORO|T.NOR ORIENTE|0|ORIENTE|1239|61|M|A|189|1|CLASICO|
2|6000|Visa|PLATINUM|T.NOR ORIENTE|0|ORIENTE|1748|28|F|A|35|1|PNN 0  |
2|40000|MasterCard|MC BLACK|T.SURCO LA MOLINA|1|LIMA MODERNA|17861|57|F|A|237|1|VIP|
2|1900|Visa|CLASICA|T.SURCO LA MOLINA|1|LIMA NORTE|1784|29|M|A|4|1|CLASICO|
2|1600|Visa|CLASICA|T.LIMA RESIDENCIAL|1|LIMA NORTE|1534|48|F|A|134|1|INCLUSION FINANCIERA  |
2|2000|Visa|ORO|T.NOR ORIENTE|0|NORTE|2649|40|F|A|121|1|CLASICO|
2|13500|Visa|SIGNATURE LIFEMILES|T.NOR ORIENTE|0|NORTE|531|64|F|A|247|1|CLASICO|
2|700|MasterCard|MC CLASICA|T.NORTE|0|NORTE|2125|47|M|A|46|1|CLASICO|
2|700|Visa|CLASICA|T.NORTE|0|ORIENTE|1840.5|54|M|A|148|1|CLASICO|
2|700|MasterCard|MC CLASICA|T.NORTE|0|NORTE|1746.4400000000001|32|M|A|61|1|CLASICO|
2|700|Visa|CLASICA|T.NORTE|0|NORTE|3526|42|F|A|1|1|PNN 0  |
2|50000|Visa|SIGNATURE|T.NORTE|0|NORTE|8799|40|M|C|233|0|CLASICO|
2|27000|Visa|SIGNATURE LIFEMILES|T.NORTE|1|LIMA MODERNA|5606.2200000000003|65|F|A|63|1|CLASICO|
2|700|MasterCard|MC CLASICA|T.NORTE|0|NORTE|708|49|F| |1|0|CLASICO|
2|1000|Visa|CLASICA|T.NOR ORIENTE|0|NORTE|2166.1100000000001|38|M|A|167|1|CLASICO|
2|5000|Visa|PLATINUM LIFEMILES|T.NOR ORIENTE|0|NORTE||25|M|P|1|0|INCLUSION FINANCIERA  |
2|27500|Visa|SIGNATURE|T.MIRAFLORES S.BORJA|1|LIMA CENTRO|5552.8900000000003|61|M|A|162|1|CLASICO|
2|700|Visa|ARCANGEL|T.MIRAFLORES S.BORJA|1|LIMA ESTE|1224.25|49|F|A|27|1|CLASICO|
2|7500|Visa|PLATINUM LIFEMILES|T.SURCO LA MOLINA|1|LIMA NORTE|626|33|F|A|81|1|CLASICO|
2|700|Visa|CLASICA|T.SURCO LA MOLINA|1|LIMA MODERNA|1626|20|M|A|20|1|INCLUSION FINANCIERA  |
2|7000|Visa|PLATINUM LIFEMILES|T.SURCO LA MOLINA|1|LIMA MODERNA|2141.4400000000001|30|F|A|51|1|CLASICO|
2|800|Visa|CLASICA|T.SURCO LA MOLINA|1|LIMA NORTE||24|M| |1|0|INCLUSION FINANCIERA  |
2|7300|Visa|PLATINUM LIFEMILES|T.NOR ORIENTE|0|NORTE|1663|46|M|A|137|1|CLASICO|
2|700|Visa|CLASICA|T.NORTE SUR CHICO|1|LIMA PROVINCIA|1365.78|25|F|A|34|1|CLASICO|
2|2000|Visa|ORO LIFEMILES|T.NORTE SUR CHICO|1|LIMA PROVINCIA|1632.8599999999999|23|M|A|12|1|CLASICO|
2|8600|Visa|PLATINUM LIFEMILES|T.NORTE SUR CHICO|1|LIMA PROVINCIA|1610.25|41|F|A|27|1|PNN 0  |
2|4200|Visa|ORO LIFEMILES|T.NOR ORIENTE|0|NORTE|1522.75|27|F|A|53|1|CLASICO|
2|3300|Visa|ORO|T.NOR ORIENTE|0|SUR|2379.375|32|M|||0||
2|10500|Visa|PLATINUM|T.NORTE SUR CHICO|1|LIMA PROVINCIA|3091.5|36|F|A|208|1|PNN 0  |
